Epoch	Train
0000	0.52548
0050	0.24321
0100	0.14707
0150	0.11562
0200	0.11087
0250	0.10762
0300	0.10302
0350	0.10366
0400	0.095795
0450	0.095944
0500	0.095227
0550	0.094959
0600	0.084672
0650	0.090342
0700	0.089893
0750	0.090755
0800	0.086531
0850	0.090035
0900	0.080592
0950	0.086995
1000	0.07637
1050	0.083444
1100	0.084779
1150	0.088207
1200	0.085349
1250	0.085896
1300	0.086378
1350	0.082018
1400	0.083059
1450	0.081766
1500	0.079077
1550	0.082305
1600	0.088223
1650	0.081416
1700	0.083586
1750	0.081552
1800	0.078505
1850	0.084989
1900	0.077628
1950	0.082619
2000	0.086073
2050	0.081275
2100	0.074406
2150	0.074457
2200	0.073897
2250	0.075795
2300	0.080756
2350	0.07449
2400	0.088409
2450	0.076119
2500	0.080431
2550	0.073691
2600	0.07648
2650	0.082956
2700	0.078908
2750	0.085065
2800	0.062262
2850	0.0792
2900	0.071563
2950	0.070982
3000	0.075165
3050	0.076345
3100	0.084386
3150	0.072357
3200	0.087201
3250	0.080476
3300	0.068187
3350	0.077937
3400	0.065387
3450	0.085473
3500	0.06062
3550	0.084854
3600	0.070611
3650	0.074579
3700	0.082001
3750	0.080205
3800	0.061902
3850	0.076732
3900	0.076659
3950	0.072562
4000	0.078125
4050	0.082584
4100	0.051801
4150	0.073455
4200	0.072482
4250	0.071151
4300	0.080625
4350	0.07519
4400	0.06453
4450	0.066852
4500	0.05871
4550	0.071549
4600	0.046964
4650	0.068879
4700	0.065499
4750	0.071368
4800	0.079099
4850	0.067103
4900	0.071856
4950	0.077076
5000	0.059395
5050	0.050808
5100	0.066863
5150	0.062199
5200	0.047542
5250	0.059427
5300	0.076532
5350	0.063949
5400	0.043434
5450	0.076378
5500	0.078378
5550	0.065399
5600	0.045506
5650	0.07289
5700	0.0634
5750	0.062556
5800	0.054951
5850	0.054896
5900	0.066548
5950	0.055125
6000	0.044835
6050	0.062054
6100	0.049291
6150	0.052653
6200	0.055031
6250	0.054696
6300	0.068432
6350	0.053759
6400	0.057412
6450	0.070609
6500	0.069603
6550	0.060341
6600	0.043742
6650	0.051531
6700	0.067405
6750	0.064207
6800	0.074745
6850	0.0449
6900	0.073234
6950	0.06505
7000	0.050263
7050	0.072787
7100	0.066322
7150	0.052359
7200	0.070281
7250	0.058204
7300	0.056553
7350	0.060093
7400	0.055487
7450	0.053992
7500	0.05812
7550	0.051814
7600	0.065991
7650	0.049988
7700	0.051516
7750	0.046265
7800	0.051095
7850	0.065393
7900	0.03526
7950	0.066
8000	0.051719
8050	0.054188
8100	0.068518
8150	0.045308
8200	0.053039
8250	0.03707
8300	0.062342
8350	0.04425
8400	0.057437
8450	0.044546
8500	0.055012
8550	0.059668
8600	0.051785
8650	0.052103
8700	0.042733
8750	0.041158
8800	0.043832
8850	0.051725
8900	0.054016
8950	0.034922
9000	0.045867
9050	0.044568
9100	0.051065
9150	0.067306
9200	0.03863
9250	0.048177
9300	0.03778
9350	0.042219
9400	0.040152
9450	0.045865
9500	0.045105
9550	0.044948
9600	0.052342
9650	0.040121
9700	0.033455
9750	0.031505
9800	0.062987
9850	0.035815
9900	0.056767
9950	0.032761
10000	0.033075
10050	0.044389
10100	0.037963
10150	0.041374
10200	0.036698
10250	0.032771
10300	0.032884
10350	0.029551
10400	0.043057
10450	0.045009
10500	0.031612
10550	0.028322
10600	0.033861
10650	0.039264
10700	0.054881
10750	0.027886
10800	0.038174
10850	0.039913
10900	0.03824
10950	0.030487
11000	0.037348
11050	0.035529
11100	0.041417
11150	0.029288
11200	0.032611
11250	0.024842
11300	0.021779
11350	0.031135
11400	0.031795
11450	0.036289
11500	0.032293
11550	0.026336
11600	0.025111
11650	0.029843
11700	0.024566
11750	0.034637
11800	0.030473
11850	0.024162
11900	0.026605
11950	0.026416
12000	0.024498
12050	0.025621
12100	0.027386
12150	0.025243
12200	0.027717
12250	0.028091
12300	0.024619
12350	0.022281
12400	0.025457
12450	0.02387
12500	0.029218
12550	0.028169
12600	0.024305
12650	0.024772
12700	0.02132
12750	0.028088
12800	0.026136
12850	0.028232
12900	0.023335
12950	0.022946
13000	0.023111
13050	0.024037
13100	0.02238
13150	0.021264
13200	0.023331
13250	0.024888
13300	0.021841
13350	0.021189
13400	0.020046
13450	0.019964
13500	0.019253
13550	0.022454
13600	0.022652
13650	0.022173
13700	0.020421
13750	0.019638
13800	0.021688
13850	0.02113
13900	0.020804
13950	0.020407
14000	0.022357
14050	0.022107
14100	0.018225
14150	0.020265
14200	0.02057
14250	0.016751
14300	0.021424
14350	0.019843
14400	0.020382
14450	0.019741
14500	0.021526
14550	0.021287
14600	0.019976
14650	0.019989
14700	0.021199
14750	0.017065
14800	0.018411
14850	0.019379
14900	0.020843
14950	0.019126
15000	0.018472
