Epoch	Train
0000	0.55908
0050	0.24089
0100	0.14196
0150	0.12371
0200	0.11137
0250	0.10601
0300	0.10581
0350	0.10215
0400	0.10072
0450	0.091593
0500	0.091534
0550	0.085836
0600	0.091331
0650	0.098463
0700	0.086965
0750	0.084395
0800	0.085438
0850	0.088853
0900	0.089246
0950	0.091154
1000	0.093226
1050	0.064809
1100	0.074484
1150	0.085894
1200	0.090061
1250	0.079889
1300	0.085423
1350	0.090985
1400	0.080514
1450	0.074585
1500	0.086223
1550	0.07845
1600	0.080269
1650	0.08146
1700	0.081685
1750	0.073772
1800	0.080611
1850	0.082407
1900	0.056452
1950	0.080483
2000	0.077237
2050	0.082373
2100	0.067467
2150	0.066742
2200	0.074336
2250	0.064224
2300	0.078299
2350	0.069649
2400	0.067337
2450	0.062361
2500	0.072956
2550	0.068592
2600	0.065102
2650	0.065093
2700	0.062388
2750	0.061272
2800	0.057363
2850	0.057759
2900	0.05397
2950	0.061398
3000	0.059021
3050	0.055498
3100	0.05153
3150	0.051904
3200	0.054432
3250	0.053073
3300	0.050031
3350	0.055762
3400	0.050906
3450	0.049148
3500	0.043953
3550	0.049391
3600	0.045861
3650	0.047021
3700	0.043135
3750	0.043479
3800	0.043945
3850	0.040934
3900	0.041159
3950	0.039877
4000	0.035976
4050	0.037622
4100	0.036036
4150	0.036518
4200	0.036715
4250	0.03608
4300	0.035348
4350	0.035952
4400	0.034204
4450	0.033632
4500	0.032521
4550	0.032512
4600	0.030329
4650	0.029273
4700	0.031394
4750	0.030564
4800	0.029936
4850	0.02885
4900	0.028783
4950	0.029791
5000	0.027514
5050	0.027984
5100	0.028446
5150	0.028355
5200	0.027956
5250	0.02555
5300	0.025645
5350	0.026025
5400	0.026185
5450	0.025871
5500	0.024681
5550	0.025371
5600	0.024217
5650	0.025055
5700	0.02532
5750	0.024525
5800	0.024167
5850	0.024322
5900	0.022128
5950	0.023851
6000	0.023237
6050	0.023415
6100	0.023203
6150	0.022418
6200	0.022134
6250	0.022695
6300	0.02172
6350	0.021879
6400	0.02191
6450	0.021374
6500	0.020613
6550	0.02144
6600	0.021212
6650	0.020737
6700	0.020258
6750	0.020675
6800	0.020362
6850	0.02041
6900	0.019263
6950	0.019774
7000	0.019839
7050	0.019288
7100	0.019424
7150	0.019194
7200	0.019425
7250	0.018912
7300	0.018814
7350	0.018428
7400	0.018659
7450	0.0186
7500	0.018394
7550	0.018117
7600	0.018164
7650	0.017699
7700	0.017721
7750	0.017587
7800	0.01756
7850	0.017526
7900	0.017543
7950	0.017012
8000	0.017183
8050	0.017264
8100	0.01684
8150	0.016909
8200	0.016981
8250	0.016937
8300	0.016453
8350	0.01665
8400	0.016252
8450	0.016175
8500	0.016346
8550	0.016173
8600	0.016149
8650	0.015771
8700	0.015995
8750	0.015897
8800	0.015849
8850	0.015834
8900	0.015499
8950	0.015545
9000	0.015497
9050	0.01548
9100	0.015073
9150	0.015417
9200	0.015191
9250	0.015077
9300	0.014965
9350	0.014975
9400	0.014933
9450	0.014879
9500	0.014539
9550	0.014752
9600	0.014638
9650	0.014584
9700	0.014542
9750	0.014474
9800	0.014328
9850	0.014282
9900	0.014226
9950	0.014184
10000	0.01413
10050	0.014044
10100	0.013973
10150	0.013741
10200	0.013892
10250	0.01377
10300	0.013785
10350	0.013663
10400	0.013698
10450	0.013474
10500	0.013533
10550	0.013481
10600	0.013365
10650	0.013393
10700	0.0132
10750	0.013297
10800	0.013244
10850	0.013157
10900	0.013155
10950	0.012991
11000	0.013007
11050	0.01284
11100	0.012933
11150	0.012811
11200	0.012848
11250	0.012753
11300	0.012775
11350	0.012694
11400	0.012637
11450	0.01262
11500	0.012576
11550	0.012517
11600	0.012383
11650	0.012253
11700	0.012402
11750	0.012266
11800	0.01228
11850	0.012095
11900	0.012198
11950	0.012139
12000	0.012111
12050	0.011916
12100	0.012025
12150	0.011961
12200	0.011925
12250	0.0119
12300	0.011827
12350	0.011829
12400	0.011782
12450	0.01175
12500	0.011697
12550	0.011679
12600	0.011571
12650	0.011623
12700	0.011547
12750	0.011511
12800	0.011427
12850	0.011469
12900	0.011431
12950	0.011347
13000	0.011372
13050	0.011287
13100	0.011252
13150	0.011222
13200	0.011142
13250	0.011157
13300	0.011129
13350	0.011106
13400	0.011052
13450	0.011048
13500	0.010995
13550	0.010985
13600	0.010934
13650	0.010914
13700	0.010888
13750	0.01085
13800	0.010741
13850	0.0108
13900	0.010778
13950	0.010723
14000	0.010709
14050	0.010628
14100	0.01063
14150	0.010546
14200	0.01054
14250	0.010546
14300	0.010504
14350	0.01041
14400	0.010456
14450	0.01043
14500	0.010398
14550	0.010343
14600	0.010359
14650	0.010309
14700	0.010219
14750	0.010263
14800	0.010203
14850	0.010208
14900	0.010108
14950	0.010158
15000	0.010073
