Epoch	Train
0000	0.54249
0050	0.30492
0100	0.15362
0150	0.12408
0200	0.11688
0250	0.10802
0300	0.10439
0350	0.095742
0400	0.091557
0450	0.096959
0500	0.09151
0550	0.092205
0600	0.092236
0650	0.095243
0700	0.093666
0750	0.090021
0800	0.09354
0850	0.090143
0900	0.092482
0950	0.092236
1000	0.088791
1050	0.086532
1100	0.092637
1150	0.090637
1200	0.084274
1250	0.086059
1300	0.07621
1350	0.078621
1400	0.086905
1450	0.074401
1500	0.085696
1550	0.08551
1600	0.082086
1650	0.074977
1700	0.088654
1750	0.084095
1800	0.076924
1850	0.086007
1900	0.082669
1950	0.077304
2000	0.081552
2050	0.077854
2100	0.080541
2150	0.084154
2200	0.085231
2250	0.07158
2300	0.074953
2350	0.079385
2400	0.080859
2450	0.07
2500	0.076001
2550	0.076533
2600	0.078599
2650	0.070603
2700	0.082119
2750	0.083549
2800	0.081969
2850	0.074952
2900	0.074153
2950	0.065458
3000	0.073115
3050	0.072247
3100	0.081332
3150	0.079983
3200	0.077029
3250	0.072753
3300	0.075737
3350	0.075796
3400	0.079414
3450	0.067053
3500	0.055783
3550	0.076799
3600	0.084789
3650	0.061277
3700	0.080042
3750	0.057009
3800	0.074529
3850	0.069534
3900	0.065037
3950	0.077647
4000	0.081291
4050	0.073317
4100	0.078339
4150	0.076762
4200	0.075378
4250	0.072779
4300	0.078331
4350	0.062504
4400	0.071878
4450	0.055491
4500	0.085615
4550	0.066461
4600	0.053139
4650	0.063265
4700	0.067323
4750	0.067454
4800	0.065847
4850	0.065964
4900	0.082131
4950	0.073958
5000	0.072489
5050	0.073348
5100	0.067161
5150	0.064749
5200	0.050137
5250	0.076515
5300	0.068414
5350	0.071052
5400	0.057163
5450	0.066111
5500	0.050257
5550	0.056172
5600	0.063842
5650	0.062337
5700	0.05966
5750	0.060954
5800	0.061006
5850	0.06067
5900	0.063976
5950	0.059279
6000	0.071561
6050	0.076699
6100	0.047655
6150	0.064605
6200	0.072532
6250	0.057792
6300	0.038127
6350	0.072329
6400	0.062101
6450	0.045985
6500	0.067658
6550	0.048776
6600	0.071784
6650	0.053382
6700	0.037254
6750	0.054506
6800	0.065451
6850	0.067062
6900	0.052389
6950	0.048083
7000	0.061205
7050	0.062462
7100	0.072025
7150	0.054287
7200	0.055023
7250	0.06732
7300	0.045479
7350	0.052072
7400	0.055257
7450	0.047862
7500	0.061786
7550	0.047939
7600	0.066867
7650	0.045043
7700	0.064537
7750	0.048865
7800	0.03593
7850	0.045603
7900	0.059994
7950	0.060736
8000	0.0586
8050	0.058028
8100	0.052972
8150	0.052468
8200	0.046891
8250	0.044451
8300	0.046612
8350	0.059811
8400	0.057927
8450	0.064283
8500	0.038689
8550	0.034862
8600	0.051498
8650	0.030847
8700	0.046153
8750	0.060539
8800	0.064503
8850	0.054866
8900	0.035263
8950	0.047638
9000	0.044543
9050	0.045986
9100	0.037505
9150	0.067885
9200	0.047683
9250	0.047889
9300	0.044086
9350	0.050958
9400	0.061029
9450	0.05204
9500	0.047811
9550	0.033729
9600	0.043402
9650	0.047435
9700	0.041655
9750	0.027562
9800	0.034546
9850	0.040497
9900	0.030331
9950	0.033036
10000	0.04258
10050	0.030905
10100	0.035641
10150	0.034178
10200	0.029148
10250	0.040957
10300	0.039514
10350	0.02987
10400	0.041756
10450	0.044295
10500	0.031799
10550	0.044007
10600	0.035961
10650	0.030201
10700	0.037041
10750	0.038199
10800	0.032096
10850	0.044085
10900	0.038569
10950	0.053755
11000	0.0292
11050	0.032343
11100	0.031514
11150	0.043412
11200	0.032499
11250	0.037876
11300	0.029103
11350	0.027813
11400	0.026179
11450	0.029369
11500	0.038822
11550	0.033911
11600	0.033401
11650	0.033578
11700	0.027162
11750	0.044067
11800	0.031502
11850	0.025756
11900	0.028636
11950	0.027794
12000	0.02943
12050	0.031164
12100	0.028416
12150	0.029394
12200	0.027909
12250	0.023818
12300	0.020224
12350	0.028043
12400	0.024782
12450	0.02476
12500	0.027816
12550	0.02243
12600	0.023796
12650	0.027866
12700	0.022591
12750	0.024811
12800	0.02742
12850	0.023498
12900	0.022891
12950	0.02657
13000	0.023739
13050	0.024328
13100	0.024013
13150	0.020702
13200	0.025096
13250	0.020934
13300	0.023169
13350	0.022103
13400	0.023707
13450	0.022309
13500	0.023935
13550	0.022032
13600	0.023907
13650	0.023282
13700	0.019312
13750	0.019403
13800	0.022144
13850	0.021076
13900	0.021361
13950	0.020486
14000	0.022458
14050	0.018822
14100	0.022103
14150	0.022304
14200	0.021358
14250	0.020705
14300	0.022726
14350	0.019277
14400	0.020035
14450	0.019917
14500	0.02123
14550	0.021128
14600	0.017854
14650	0.020323
14700	0.019636
14750	0.020299
14800	0.019783
14850	0.019841
14900	0.019179
14950	0.020123
15000	0.018934
