Epoch	Train
0000	0.48799
0050	0.21837
0100	0.13561
0150	0.11856
0200	0.11578
0250	0.090876
0300	0.099563
0350	0.097335
0400	0.09458
0450	0.096312
0500	0.094537
0550	0.08253
0600	0.094542
0650	0.089649
0700	0.093469
0750	0.091603
0800	0.082226
0850	0.091795
0900	0.085242
0950	0.089878
1000	0.083015
1050	0.086116
1100	0.082791
1150	0.08643
1200	0.088615
1250	0.082907
1300	0.093288
1350	0.084454
1400	0.066768
1450	0.087294
1500	0.079649
1550	0.079429
1600	0.088638
1650	0.083466
1700	0.08676
1750	0.086703
1800	0.08484
1850	0.076542
1900	0.073921
1950	0.080608
2000	0.090242
2050	0.083625
2100	0.075149
2150	0.089014
2200	0.067548
2250	0.084007
2300	0.077912
2350	0.076527
2400	0.086889
2450	0.068828
2500	0.082223
2550	0.071449
2600	0.084225
2650	0.080489
2700	0.081116
2750	0.086548
2800	0.068621
2850	0.068703
2900	0.077189
2950	0.088269
3000	0.074138
3050	0.082199
3100	0.078135
3150	0.067404
3200	0.074506
3250	0.081249
3300	0.064048
3350	0.072761
3400	0.080823
3450	0.062114
3500	0.071363
3550	0.075788
3600	0.06767
3650	0.080914
3700	0.07302
3750	0.082801
3800	0.072061
3850	0.061377
3900	0.078305
3950	0.075791
4000	0.066151
4050	0.070338
4100	0.055913
4150	0.070558
4200	0.053715
4250	0.074437
4300	0.063292
4350	0.07026
4400	0.064052
4450	0.059455
4500	0.068476
4550	0.07549
4600	0.073634
4650	0.070033
4700	0.064354
4750	0.066918
4800	0.075044
4850	0.077448
4900	0.061948
4950	0.071087
5000	0.05589
5050	0.06265
5100	0.048552
5150	0.063112
5200	0.076958
5250	0.061334
5300	0.060316
5350	0.048701
5400	0.055323
5450	0.049091
5500	0.06795
5550	0.068105
5600	0.061002
5650	0.062521
5700	0.059409
5750	0.056016
5800	0.058957
5850	0.046417
5900	0.05791
5950	0.055281
6000	0.048501
6050	0.059961
6100	0.058657
6150	0.058521
6200	0.038007
6250	0.063469
6300	0.051727
6350	0.048717
6400	0.048295
6450	0.053369
6500	0.049058
6550	0.052142
6600	0.044107
6650	0.041327
6700	0.045798
6750	0.044206
6800	0.047805
6850	0.04187
6900	0.035466
6950	0.04293
7000	0.043034
7050	0.039829
7100	0.040594
7150	0.036198
7200	0.03487
7250	0.03685
7300	0.029744
7350	0.036643
7400	0.032862
7450	0.034307
7500	0.036288
7550	0.036934
7600	0.032388
7650	0.0338
7700	0.028308
7750	0.030291
7800	0.029138
7850	0.029731
7900	0.031351
7950	0.02854
8000	0.029319
8050	0.030095
8100	0.02935
8150	0.026419
8200	0.024738
8250	0.025364
8300	0.02904
8350	0.027085
8400	0.026668
8450	0.026678
8500	0.023662
8550	0.025461
8600	0.023285
8650	0.023027
8700	0.025125
8750	0.02373
8800	0.02344
8850	0.022498
8900	0.024085
8950	0.023007
9000	0.023384
9050	0.022801
9100	0.023042
9150	0.022543
9200	0.020231
9250	0.022367
9300	0.021974
9350	0.021368
9400	0.021434
9450	0.019617
9500	0.020158
9550	0.020532
9600	0.020666
9650	0.020791
9700	0.020227
9750	0.019445
9800	0.020151
9850	0.018525
9900	0.019883
9950	0.019185
10000	0.019189
10050	0.019154
10100	0.019132
10150	0.017918
10200	0.018399
10250	0.017502
10300	0.018038
10350	0.018607
10400	0.017276
10450	0.017209
10500	0.017344
10550	0.017098
10600	0.017376
10650	0.017498
10700	0.017394
10750	0.017032
10800	0.016849
10850	0.016881
10900	0.016838
10950	0.016624
11000	0.016015
11050	0.015927
11100	0.016287
11150	0.016118
11200	0.016252
11250	0.015523
11300	0.016079
11350	0.015458
11400	0.015253
11450	0.015071
11500	0.015715
11550	0.015003
11600	0.015287
11650	0.014811
11700	0.015057
11750	0.014689
11800	0.015083
11850	0.014807
11900	0.014645
11950	0.014851
12000	0.014724
12050	0.014118
12100	0.014012
12150	0.014439
12200	0.014525
12250	0.014424
12300	0.014123
12350	0.014097
12400	0.014071
12450	0.013904
12500	0.013898
12550	0.013822
12600	0.013621
12650	0.013669
12700	0.013359
12750	0.013466
12800	0.01333
12850	0.013346
12900	0.013182
12950	0.01323
13000	0.013143
13050	0.01318
13100	0.012984
13150	0.012916
13200	0.013041
13250	0.012731
13300	0.012801
13350	0.012696
13400	0.012638
13450	0.012525
13500	0.012555
13550	0.012485
13600	0.012523
13650	0.012518
13700	0.012482
13750	0.012173
13800	0.012158
13850	0.012022
13900	0.012166
13950	0.012167
14000	0.011852
14050	0.012065
14100	0.011958
14150	0.011912
14200	0.011765
14250	0.011857
14300	0.011775
14350	0.01173
14400	0.011671
14450	0.011645
14500	0.011625
14550	0.011554
14600	0.011516
14650	0.011348
14700	0.011456
14750	0.011233
14800	0.011299
14850	0.011343
14900	0.011252
14950	0.011215
15000	0.0112
