N   Accuracy
0	0.966666667
1	0.966666667
2	0.966666667
3	0.966666667
4	0.966666667
5	0.966666667
6	0.953333333
7	0.833333333
8	0.833333333
9	0.713333333
10	0.726666667
11	0.873333333
12	0.753333333
